x value,receive time,header.stamp,topic,value
15.081454729618542,1730340923.898947147,,/estimatedpose.pose.position.y,15.20204128641078
15.210235099968333,1730340924.195445518,,/estimatedpose.pose.position.y,15.315455157254025
15.19164428540696,1730340924.894181886,,/estimatedpose.pose.position.y,15.228835462808526
15.13530127681049,1730340926.819295511,,/estimatedpose.pose.position.y,15.215348258936094
15.136692184341886,1730340927.324813296,,/estimatedpose.pose.position.y,15.21580495957922
15.131585261491749,1730340927.495927373,,/estimatedpose.pose.position.y,15.22629553435488
15.130299940418498,1730340927.594612574,,/estimatedpose.pose.position.y,15.230633716562666
15.130857330814404,1730340927.694084500,,/estimatedpose.pose.position.y,15.23231560591008
15.128750012446831,1730340927.894186206,,/estimatedpose.pose.position.y,15.232963305768392
15.127641903200022,1730340927.995168836,,/estimatedpose.pose.position.y,15.235199407847555
15.130180084493933,1730340928.120680828,,/estimatedpose.pose.position.y,15.233419877382781
15.156108601188945,1730340928.629808361,,/estimatedpose.pose.position.y,15.318396098348298
15.206621440442182,1730340929.224105597,,/estimatedpose.pose.position.y,15.457927690907571
15.243607143654463,1730340929.428814212,,/estimatedpose.pose.position.y,15.565466760614822
15.29448187443412,1730340929.596257874,,/estimatedpose.pose.position.y,15.698284036842502
15.341082368002809,1730340929.694211511,,/estimatedpose.pose.position.y,15.821505884046749
15.405785788069942,1730340929.794003832,,/estimatedpose.pose.position.y,15.931364834651532
15.500543769663608,1730340930.046411545,,/estimatedpose.pose.position.y,16.12795004811078
15.547123423352355,1730340930.197476284,,/estimatedpose.pose.position.y,16.23853731058805
15.578024652472234,1730340930.293992883,,/estimatedpose.pose.position.y,16.31438646651075
15.612935481439221,1730340930.393919537,,/estimatedpose.pose.position.y,16.42064567257854
15.672366394000509,1730340930.520074395,,/estimatedpose.pose.position.y,16.594552695279724
15.737017451579247,1730340930.794126153,,/estimatedpose.pose.position.y,16.765195128985305
15.77723613117562,1730340931.026077016,,/estimatedpose.pose.position.y,16.889688059331945
15.765109364066989,1730340931.396015100,,/estimatedpose.pose.position.y,16.84785505127696
15.756725126094778,1730340931.893880372,,/estimatedpose.pose.position.y,16.832197883670172
15.755650242064183,1730340932.103745010,,/estimatedpose.pose.position.y,16.82367608346104
15.756156128500782,1730340932.198909883,,/estimatedpose.pose.position.y,16.822165353194837
15.761964232596826,1730340932.314604145,,/estimatedpose.pose.position.y,16.828235537233233
15.771338255109,1730340932.519516290,,/estimatedpose.pose.position.y,16.84856661963847
15.76456349520288,1730340932.722763582,,/estimatedpose.pose.position.y,16.83818540822749
15.760640216009111,1730340933.494245384,,/estimatedpose.pose.position.y,16.833819817085573
15.761385068339699,1730340933.595039650,,/estimatedpose.pose.position.y,16.839306110275814
15.638549504750282,1730340934.393945880,,/estimatedpose.pose.position.y,16.914835979664385
15.52113428796708,1730340934.597770723,,/estimatedpose.pose.position.y,16.978043215613386
15.251508700216801,1730340934.952905589,,/estimatedpose.pose.position.y,17.21620510020022
15.129377896781516,1730340935.043199853,,/estimatedpose.pose.position.y,17.338887028662864
14.96307896587017,1730340935.201909432,,/estimatedpose.pose.position.y,17.436020324410404
14.869416796760719,1730340935.297509984,,/estimatedpose.pose.position.y,17.508079356426485
14.696572388057382,1730340935.437871281,,/estimatedpose.pose.position.y,17.61810421400293
14.6462298735643,1730340935.642540580,,/estimatedpose.pose.position.y,17.66510714915424
14.698434629585622,1730340935.937830451,,/estimatedpose.pose.position.y,17.640482457879898
14.676097182290135,1730340936.096485728,,/estimatedpose.pose.position.y,17.716099136269325
14.676838800356597,1730340937.198043196,,/estimatedpose.pose.position.y,17.85682894547912
14.640241574779843,1730340937.294680360,,/estimatedpose.pose.position.y,17.924400275589722
14.596446237659613,1730340937.539375435,,/estimatedpose.pose.position.y,18.03490754082582
14.518311143202128,1730340937.696204939,,/estimatedpose.pose.position.y,18.172496029378085
14.487281991033747,1730340937.795615205,,/estimatedpose.pose.position.y,18.24650165762681
14.394016605181612,1730340937.895228956,,/estimatedpose.pose.position.y,18.3964101419173
14.328543748841577,1730340938.039314157,,/estimatedpose.pose.position.y,18.571475136961432
14.265423140423849,1730340938.243208875,,/estimatedpose.pose.position.y,18.71732981429686
14.2290858099381,1730340938.394823360,,/estimatedpose.pose.position.y,18.82993211678675
14.127958460240174,1730340938.594234532,,/estimatedpose.pose.position.y,18.971914295873198
14.067424859600948,1730340938.742936167,,/estimatedpose.pose.position.y,19.06549223209096
13.982804552948862,1730340938.896311831,,/estimatedpose.pose.position.y,19.195317062047344
13.899812652187792,1730340939.093912939,,/estimatedpose.pose.position.y,19.37252244902945
13.84892169051531,1730340939.194183279,,/estimatedpose.pose.position.y,19.491688212476166
13.749526605221787,1730340939.338016967,,/estimatedpose.pose.position.y,19.633487444541167
13.6349616202364,1730340939.536592124,,/estimatedpose.pose.position.y,19.77487960804767
13.56338069871859,1730340939.840990775,,/estimatedpose.pose.position.y,19.80528555704513
13.56270706112667,1730340939.994062430,,/estimatedpose.pose.position.y,19.791823357048585
13.561067468707122,1730340940.095177001,,/estimatedpose.pose.position.y,19.785208658483516
13.551770998021475,1730340940.417977198,,/estimatedpose.pose.position.y,19.777065603991037
13.378746512017056,1730340941.397705141,,/estimatedpose.pose.position.y,19.837905198306355
13.21541459584203,1730340941.894574832,,/estimatedpose.pose.position.y,19.86259450409777
13.120865345993325,1730340941.993757147,,/estimatedpose.pose.position.y,19.89979942406932
12.946189078664025,1730340942.142194945,,/estimatedpose.pose.position.y,19.978440186680565
12.799196946438599,1730340942.293842291,,/estimatedpose.pose.position.y,20.060105666283853
12.716524361252924,1730340942.394720831,,/estimatedpose.pose.position.y,20.110488359300096
12.655317461659692,1730340942.494026556,,/estimatedpose.pose.position.y,20.15209638873008
12.580214772357774,1730340942.594870113,,/estimatedpose.pose.position.y,20.21156627910777
12.40846860364774,1730340942.794161623,,/estimatedpose.pose.position.y,20.30991410653264
12.224094508651522,1730340942.994168402,,/estimatedpose.pose.position.y,20.398321147848197
12.130287909699417,1730340943.093744643,,/estimatedpose.pose.position.y,20.47656816026182
12.03455873593245,1730340943.194217566,,/estimatedpose.pose.position.y,20.543501834895384
11.938258012063047,1730340943.293637221,,/estimatedpose.pose.position.y,20.594054953408655
11.852827657625815,1730340943.394446383,,/estimatedpose.pose.position.y,20.627641170926765
11.675742858258737,1730340943.550621961,,/estimatedpose.pose.position.y,20.693084680264917
11.582237610930216,1730340943.695345063,,/estimatedpose.pose.position.y,20.704596775394787
11.428396922351274,1730340944.002475333,,/estimatedpose.pose.position.y,20.77162267989941
11.226030629057703,1730340944.348873543,,/estimatedpose.pose.position.y,20.846039103074258
11.12891433316709,1730340944.456064877,,/estimatedpose.pose.position.y,20.91084158998298
10.971170979373438,1730340944.595791883,,/estimatedpose.pose.position.y,20.961643263475093
10.92270494121511,1730340944.794095937,,/estimatedpose.pose.position.y,20.95167907351492
10.910523502636524,1730340945.300329849,,/estimatedpose.pose.position.y,20.971093230438377
10.915777105370589,1730340945.397947293,,/estimatedpose.pose.position.y,20.962397928375967
10.918961628561203,1730340945.495172074,,/estimatedpose.pose.position.y,20.953830103299083
10.920009390398455,1730340945.595916191,,/estimatedpose.pose.position.y,20.950451948520822
10.921646607540355,1730340945.697329445,,/estimatedpose.pose.position.y,20.949879023013143
10.921208711018627,1730340945.795139496,,/estimatedpose.pose.position.y,20.946678681666093
10.922601172144034,1730340945.893744351,,/estimatedpose.pose.position.y,20.941683402889087
10.920499321113693,1730340945.994027059,,/estimatedpose.pose.position.y,20.93808193325299
10.9013922254899,1730340946.224705414,,/estimatedpose.pose.position.y,20.97837200778637
10.911125589166891,1730340946.494193822,,/estimatedpose.pose.position.y,20.96244384194658
10.914602120933516,1730340946.598084112,,/estimatedpose.pose.position.y,20.957267172436364
10.914645191474797,1730340946.693991157,,/estimatedpose.pose.position.y,20.95711714000666
10.9133526973538,1730340946.793994140,,/estimatedpose.pose.position.y,20.95646039389069
10.907172862732153,1730340947.095236462,,/estimatedpose.pose.position.y,20.96900525418409
10.90143875302972,1730340947.495872122,,/estimatedpose.pose.position.y,20.97595857268537
10.897966356985252,1730340947.621963380,,/estimatedpose.pose.position.y,20.975240199431003
10.905251812307496,1730340947.821997965,,/estimatedpose.pose.position.y,20.968765569691094
10.891850843852092,1730340947.995705129,,/estimatedpose.pose.position.y,20.982592782723547
10.884778710376247,1730340948.093850426,,/estimatedpose.pose.position.y,20.990055486064286
10.887538692641895,1730340948.194689605,,/estimatedpose.pose.position.y,20.993368698283916
10.889852005848843,1730340948.297262249,,/estimatedpose.pose.position.y,20.99323355329183
10.895891335348164,1730340948.425014569,,/estimatedpose.pose.position.y,20.98747177486812
10.921740591248726,1730340948.825054849,,/estimatedpose.pose.position.y,20.976931823892436
10.927789108063003,1730340949.027809857,,/estimatedpose.pose.position.y,20.974393907008178
10.93391593129671,1730340949.225213076,,/estimatedpose.pose.position.y,20.977546088132556
10.947546443916472,1730340949.497636498,,/estimatedpose.pose.position.y,20.97867106558506
10.949219653352728,1730340949.594813703,,/estimatedpose.pose.position.y,20.97720314375567
10.938116631450937,1730340949.729216139,,/estimatedpose.pose.position.y,20.97882525561764
10.933687834022333,1730340949.994121697,,/estimatedpose.pose.position.y,20.975922523283447
10.948500438917135,1730340950.393697499,,/estimatedpose.pose.position.y,21.0820397359944
10.875825989752691,1730340950.893756832,,/estimatedpose.pose.position.y,21.243787648787084
10.845279768647803,1730340950.994497653,,/estimatedpose.pose.position.y,21.360869943372816
10.77393373127782,1730340951.195366222,,/estimatedpose.pose.position.y,21.602881648025196
10.767158026752082,1730340951.293552143,,/estimatedpose.pose.position.y,21.792705010168415
10.701406374954828,1730340951.593766204,,/estimatedpose.pose.position.y,21.978111932843127
10.677308469690004,1730340951.697161953,,/estimatedpose.pose.position.y,22.0778501130647
10.660740734325813,1730340951.796551771,,/estimatedpose.pose.position.y,22.19161968255991
10.627767326353213,1730340951.893904205,,/estimatedpose.pose.position.y,22.301008769626296
10.559629951925242,1730340952.024237967,,/estimatedpose.pose.position.y,22.517749637445725
10.504922142169658,1730340952.296354851,,/estimatedpose.pose.position.y,22.68165188764526
10.447257004390464,1730340952.393521674,,/estimatedpose.pose.position.y,22.827423514513278
10.423135319242528,1730340952.493590199,,/estimatedpose.pose.position.y,22.939260545340368
10.359065579427305,1730340952.793906544,,/estimatedpose.pose.position.y,23.16428885779243
10.339028057915549,1730340952.894089676,,/estimatedpose.pose.position.y,23.31608578496962
10.346710322839165,1730340953.094855057,,/estimatedpose.pose.position.y,23.469424434062855
10.30046679877536,1730340953.193965872,,/estimatedpose.pose.position.y,23.544247308987423
10.291366109843677,1730340953.293794891,,/estimatedpose.pose.position.y,23.671187377667717
10.299256804645266,1730340953.399064757,,/estimatedpose.pose.position.y,23.77416891386294
10.269416016185735,1730340953.595107674,,/estimatedpose.pose.position.y,23.925110936673068
10.23281492335179,1730340953.720700870,,/estimatedpose.pose.position.y,24.090597050544616
10.205769869553922,1730340953.819011330,,/estimatedpose.pose.position.y,24.191146707892596
10.152122857325876,1730340954.015453319,,/estimatedpose.pose.position.y,24.406935369681797
10.11870558855494,1730340954.193743288,,/estimatedpose.pose.position.y,24.5263530621707
10.075973455756134,1730340954.321398153,,/estimatedpose.pose.position.y,24.677745337116196
10.035669903979798,1730340954.502051770,,/estimatedpose.pose.position.y,24.82514412993201
10.031915805102091,1730340954.593993644,,/estimatedpose.pose.position.y,24.936232556581167
9.92108667624487,1730340954.836272305,,/estimatedpose.pose.position.y,25.128776181148318
9.86048417207295,1730340955.196080435,,/estimatedpose.pose.position.y,25.2207013807322
9.877135717743018,1730340955.593934373,,/estimatedpose.pose.position.y,25.221866639175712
9.883234112890133,1730340955.997769064,,/estimatedpose.pose.position.y,25.22371527083466
9.891151694076877,1730340956.093946761,,/estimatedpose.pose.position.y,25.225600823358047
9.896198124383405,1730340956.197723888,,/estimatedpose.pose.position.y,25.22764420372961
9.895511243814074,1730340956.293677652,,/estimatedpose.pose.position.y,25.2291998174296
9.894376062707591,1730340956.394993812,,/estimatedpose.pose.position.y,25.230556801764713
9.894588410869348,1730340956.494863410,,/estimatedpose.pose.position.y,25.23067786238535
9.90054817883379,1730340956.594657582,,/estimatedpose.pose.position.y,25.232337820670644
9.91073968244943,1730340957.014406040,,/estimatedpose.pose.position.y,25.22611594540193
10.113364900701013,1730340957.794117635,,/estimatedpose.pose.position.y,25.331498150029393
10.201847093984764,1730340957.993535398,,/estimatedpose.pose.position.y,25.348823954354696
10.336713170530484,1730340958.296606924,,/estimatedpose.pose.position.y,25.39019480909924
10.411201609617965,1730340958.394187625,,/estimatedpose.pose.position.y,25.4458305916765
10.508709418945042,1730340958.495399153,,/estimatedpose.pose.position.y,25.506576171282493
10.637879159096611,1730340958.596092580,,/estimatedpose.pose.position.y,25.58824441604594
10.701446687523136,1730340958.695145166,,/estimatedpose.pose.position.y,25.64646891273752
10.81973630180094,1730340958.795580940,,/estimatedpose.pose.position.y,25.730448478654605
10.91293965885962,1730340958.893803740,,/estimatedpose.pose.position.y,25.78202682127565
11.03011158199701,1730340959.043713242,,/estimatedpose.pose.position.y,25.845160964287953
11.173864504209586,1730340959.236841774,,/estimatedpose.pose.position.y,25.959389170642336
11.262560192295993,1730340959.394532119,,/estimatedpose.pose.position.y,25.992137815300286
11.358877841697181,1730340959.496323727,,/estimatedpose.pose.position.y,26.051769503268563
11.57790418159115,1730340959.729414885,,/estimatedpose.pose.position.y,26.173367697381053
